id,num_orders
1222837,220.45
1342393,183.775
1170472,1509.155
1170791,1537.49
1046653,1457.865
1195179,1560.61
1332509,1542.825
1438300,1513.755
1435748,1471.06
1052668,1496.165
1227060,1456.655
1342252,1319.1
1143109,1186.21
1394807,1090.965
1448374,1181.02
1028680,1065.365
1079691,1073.085
1402079,1088.16
1424446,1063.74
1133297,1068.83
1076214,1180.625
1173823,1197.705
1488584,756.44
1072892,774.55
1277491,743.405
1290868,729.21
1048888,723.93
1138141,743.16
1473125,667.795
1196726,770.695
1179278,772.675
1282305,714.225
1359903,226.455
1355143,261.585
1095889,248.31
1250665,239.78
1426610,245.5
1390104,251.405
1051519,260.615
1337584,446.56
1332667,234.375
1075942,187.71
1109804,63.92
1316684,65.49
1248315,65.59
1113611,67.31
1110867,64.8
1247289,63.025
1022953,64.505
1160081,64.34
1120430,72.14
1487280,61.17
1020081,837.355
1329551,845.935
1137610,785.685
1072530,842.0
1115708,846.73
1203532,837.41
1494216,830.43
1116374,817.565
1032497,854.245
1413930,859.855
1136118,499.305
1254872,506.685
1398257,469.73
1364001,457.755
1369843,468.295
1379360,554.54
1442044,468.675
1285290,501.375
1129707,465.645
1086750,518.06
1147262,1688.35
1025605,1706.61
1414158,1703.19
1082079,1686.21
1467510,1498.775
1374892,1776.045
1171352,1773.995
1213246,1640.895
1279131,1661.685
1256386,1699.515
1234220,109.715
1008206,121.065
1267686,120.07
1470186,108.705
1233312,92.16
1279379,116.84
1431703,109.37
1339938,111.8
1010552,128.875
1237947,114.98
1175098,776.63
1066074,783.76
1045918,839.945
1226081,842.175
1148633,843.795
1441429,787.615
1291804,838.79
1305194,823.8
1327840,840.54
1320801,840.54
1467101,973.515
1473989,1027.865
1466330,1029.085
1390856,1030.425
1120639,1111.215
1279275,1166.705
1166120,1026.12
1128404,1034.43
1252491,973.875
1328056,1005.55
1452353,84.35
1353276,80.145
1297182,79.015
1469299,65.91
1129687,71.27
1362599,70.085
1245170,54.19
1098570,65.37
1452600,81.595
1194207,101.78
1023619,565.875
1254600,567.105
1157094,531.975
1165391,575.66
1131248,555.855
1383646,588.63
1288250,556.055
1476141,555.7
1401237,567.985
1383510,488.28
1433607,331.46
1098207,256.6
1453624,284.465
1089046,323.35
1306954,790.505
1413179,256.95
1379869,279.31
1037218,256.22
1247919,734.615
1097438,784.005
1441938,1566.67
1060769,1512.19
1409283,1518.125
1397517,1513.68
1220386,1541.685
1297481,1527.29
1309280,1571.82
1013813,1544.405
1087803,1527.49
1256077,1550.815
1328392,385.01
1197947,378.075
1134877,375.465
1149222,385.595
1321757,345.985
1364052,351.935
1346914,362.515
1343936,422.665
1284997,351.445
1443980,374.98
1272226,529.085
1267791,674.915
1049345,527.175
1300007,562.415
1220471,471.195
1486124,480.755
1183373,724.66
1076787,479.235
1218918,482.465
1351627,429.055
1333350,432.25
1312936,408.985
1477543,424.41
1408514,416.245
1256773,1358.41
1174904,419.92
1392815,413.55
1389126,1283.23
1074816,1363.2
1124612,421.22
1318251,499.31
1089252,494.915
1396463,506.07
1289632,505.01
1083889,512.67
1121896,497.64
1004866,501.145
1234436,498.365
1311318,677.525
1476647,509.635
1419834,569.065
1188670,595.42
1260238,568.355
1263791,585.025
1070835,584.19
1433069,545.49
1349084,625.525
1360259,558.055
1022475,592.89
1037167,525.555
1492031,591.665
1057541,603.075
1483675,582.66
1463966,586.745
1474096,573.445
1440771,592.335
1452763,590.135
1382621,558.285
1035365,550.245
1355984,580.655
1140520,571.9
1168148,611.175
1052343,756.455
1370827,584.895
1055728,584.915
1053449,617.185
1368579,616.885
1208370,786.39
1027455,549.335
1147326,561.94
1203029,140.1
1389643,153.555
1482071,163.245
1411487,138.485
1043533,148.18
1294351,190.79
1409427,138.915
1000264,155.33
1016463,162.485
1224218,162.485
1485114,380.875
1006410,354.705
1221242,329.705
1031339,322.58
1153545,335.02
1182144,321.335
1194788,333.375
1082828,434.975
1265773,501.8
1154515,509.22
1105986,441.09
1293017,382.68
1272587,342.27
1027143,460.52
1179146,472.48
1342337,433.3
1269746,489.255
1369030,356.6
1109605,362.97
1099603,376.555
1319113,222.72
1155697,197.47
1218892,199.9
1493357,218.735
1202597,223.365
1116108,208.15
1229780,189.325
1391127,188.92
1085957,197.205
1267409,223.125
1245159,325.715
1378973,340.365
1079844,325.94
1024089,306.705
1463712,298.7
1268331,304.97
1058344,312.26
1417277,336.835
1056035,309.145
1343254,315.165
1262833,495.855
1272751,451.665
1013213,478.56
1263405,484.945
1204818,455.095
1333742,491.85
1043262,449.08
1449237,475.1
1080908,491.335
1073524,493.835
1196482,1082.165
1068138,1337.875
1320427,1415.435
1184166,1061.79
1228572,1108.37
1075131,1130.57
1128915,1049.77
1182843,1396.35
1094044,1406.675
1209858,1417.24
1222963,389.295
1037477,431.835
1001694,383.395
1054299,413.66
1371044,381.92
1254718,400.02
1086268,396.44
1003757,403.865
1448276,413.6
1489645,445.255
1491279,228.015
1408337,233.245
1360068,280.255
1316400,221.655
1110618,222.65
1146271,248.85
1474849,302.46
1352055,261.105
1245977,213.825
1165288,221.505
1081099,499.885
1441467,485.81
1336838,498.69
1106150,503.06
1190084,505.14
1232610,484.37
1321845,504.915
1159511,478.27
1441739,1343.075
1096623,1333.335
1474925,647.07
1118719,655.91
1297074,650.99
1054861,668.51
1208736,649.51
1161439,639.845
1282737,645.225
1194305,648.46
1353044,666.655
1063225,645.895
1116078,766.32
1075416,765.655
1088172,732.275
1320248,759.98
1271591,748.445
1127237,747.515
1243020,733.88
1416839,771.47
1172788,719.855
1473056,758.78
1060753,2043.485
1053540,2026.135
1261815,2044.37
1489999,2052.325
1133739,2116.03
1384693,2021.675
1072117,1958.4
1023989,2053.035
1183974,2095.865
1171351,2110.225
1004475,1666.54
1080300,1475.26
1164653,1607.725
1444590,1586.925
1169717,1471.42
1399692,1605.25
1393811,1656.845
1177147,2019.835
1455218,1953.59
1478944,1898.53
1415824,179.475
1041241,188.4
1045506,147.89
1210059,193.675
1139397,145.735
1008295,150.995
1406978,153.28
1470180,153.855
1326956,174.27
1268964,155.53
1267165,314.71
1414458,359.955
1105486,333.27
1246396,329.76
1223814,321.235
1208097,329.27
1426257,349.715
1402266,366.815
1273610,333.755
1082679,366.005
1061395,112.94
1448891,123.91
1121802,106.135
1017920,108.25
1220913,118.86
1201769,106.115
1214790,106.46
1055980,109.155
1143296,107.09
1161381,111.125
1049400,1084.065
1388858,1079.515
1367157,1084.715
1056911,952.4
1363870,958.785
1206999,1059.605
1220962,942.205
1244866,962.035
1161719,942.005
1492231,1084.0
1492759,565.025
1408726,589.265
1337818,577.025
1136894,544.6
1050836,569.525
1157808,587.61
1438743,583.655
1092027,557.38
1286976,584.88
1244383,558.005
1220086,1375.33
1014137,1435.215
1460613,1314.625
1269949,1353.37
1022949,1307.385
1118546,1346.685
1006832,1315.19
1461216,1256.63
1333438,1357.415
1014151,1343.265
1196661,240.015
1072688,185.235
1161832,162.51
1146287,225.25
1329636,163.445
1113345,181.055
1079296,173.225
1245711,193.345
1312378,159.615
1280461,170.99
1132214,246.0
1013410,250.6
1315890,256.06
1453825,275.885
1137590,260.525
1046820,260.325
1100813,220.58
1213133,285.035
1119887,232.54
1339495,225.725
1172173,231.29
1250692,260.305
1000962,251.885
1122867,247.175
1367068,279.38
1181254,220.795
1411654,273.36
1154407,213.25
1477833,176.69
1422724,216.235
1112704,1597.41
1346146,1581.535
1108405,1602.7
1194904,1606.895
1448084,1604.935
1266676,1524.735
1099057,1591.69
1188584,1601.07
1230753,1674.22
1237054,1674.23
1161084,446.235
1401228,456.475
1493372,458.7
1395665,446.98
1002279,452.05
1424621,447.54
1256602,477.595
1390004,464.415
1146927,432.61
1057232,457.845
1319822,570.42
1353668,597.625
1157084,583.305
1115935,644.785
1033089,593.685
1090029,648.195
1464617,535.17
1209279,653.325
1039223,578.82
1152313,584.76
1198253,1833.48
1356983,1889.835
1375236,1874.315
1276289,1840.48
1188533,1898.84
1163547,1828.98
1089771,1833.11
1449997,1905.945
1261700,1861.815
1098789,1821.47
1119881,699.0
1174890,672.37
1194658,685.885
1354710,676.755
1276097,699.89
1451749,679.395
1260659,660.0
1342195,708.195
1177959,704.905
1346194,700.095
1081095,188.275
1228200,161.705
1400215,175.15
1101987,167.09
1280892,167.765
1207745,182.005
1158313,170.435
1326014,172.645
1040372,189.365
1405754,168.795
1251759,376.835
1094372,446.665
1113898,436.775
1351735,445.485
1305756,339.955
1144073,783.7
1219445,675.71
1399854,291.565
1077708,827.735
1136982,715.41
1168044,513.79
1301176,484.985
1045879,515.97
1375132,502.75
1224442,448.795
1195553,457.69
1486052,667.745
1406304,624.64
1003371,603.47
1447908,530.58
1022766,1534.55
1359162,1521.665
1149541,1625.145
1389512,1498.515
1294598,1520.875
1187407,1498.26
1151085,1310.565
1262007,1227.085
1273205,1288.5
1098767,1282.33
1328665,441.595
1207902,438.315
1110134,462.475
1135750,460.995
1404904,448.31
1252213,477.03
1471895,419.585
1370308,437.54
1488744,453.155
1312130,445.45
1432207,328.84
1067574,326.695
1497576,345.285
1173597,321.135
1463356,322.165
1476005,318.255
1226297,345.61
1312818,340.64
1170077,596.815
1132041,648.43
1144962,357.725
1180712,347.85
1420842,317.945
1048319,318.74
1062167,332.08
1281864,302.515
1310639,323.845
1316568,298.125
1470598,289.405
1126729,327.63
1187117,1440.91
1231315,1440.505
1193778,1437.61
1497770,1437.515
1296043,1469.35
1109033,1447.185
1253619,1335.885
1015055,1414.895
1323954,1427.525
1236535,1309.285
1291602,466.12
1034239,468.355
1487244,481.545
1432981,476.23
1413500,474.34
1240615,1291.585
1125250,1301.565
1049986,472.63
1432590,472.67
1064865,471.48
1462054,128.435
1175329,101.155
1231504,105.365
1310137,110.395
1176123,112.135
1267634,106.34
1397808,110.155
1489068,145.405
1399261,98.725
1057026,105.73
1157087,900.205
1221970,930.065
1055041,881.075
1378097,902.725
1154169,904.105
1062376,882.465
1181839,903.45
1276632,976.005
1388270,928.045
1171130,934.555
1242759,676.81
1035528,789.26
1232845,664.68
1133643,688.965
1020633,680.885
1137724,681.11
1418017,864.82
1129706,697.675
1414426,695.395
1443244,693.725
1336913,484.445
1216868,434.31
1074099,423.31
1005733,421.215
1187232,449.15
1315006,421.955
1429640,436.445
1193124,457.4
1321067,491.165
1020914,427.3
1464172,369.315
1012356,356.215
1048213,323.71
1414658,302.385
1067356,367.485
1402145,334.725
1205618,350.975
1102348,343.325
1439251,355.11
1141169,301.365
1429174,1212.63
1360530,1040.075
1078717,1128.165
1034750,1203.445
1292295,1216.8
1464006,1155.575
1207416,1608.57
1081039,1657.66
1038600,1600.73
1434474,995.16
1420970,639.605
1493390,332.985
1062042,566.565
1407930,587.515
1309366,634.325
1494106,343.28
1253128,328.87
1230871,333.6
1103899,331.885
1178356,356.73
1270686,664.94
1461376,647.41
1055872,673.385
1027667,676.535
1150000,649.02
1035466,642.99
1015226,819.82
1004410,677.275
1225216,659.025
1261758,647.935
1009224,243.535
1164468,239.745
1234697,261.705
1072809,266.17
1405077,227.09
1133718,264.665
1090779,222.935
1220305,236.525
1455516,257.07
1077080,254.05
1381871,251.66
1497941,206.505
1405281,221.44
1184133,225.38
1297493,268.24
1351826,212.355
1351915,253.3
1303502,233.88
1103552,206.29
1074755,172.27
1054413,381.39
1100592,440.455
1265971,425.235
1062386,572.14
1005415,404.72
1454684,399.0
1098324,342.19
1463531,395.94
1128843,146.91
1200592,134.685
1337305,149.95
1130901,146.93
1101312,123.945
1423243,128.55
1358603,142.455
1040493,127.83
1023439,116.71
1402530,137.525
1148734,243.98
1115378,214.605
1138163,215.915
1089398,220.2
1111393,229.73
1441237,211.35
1073593,219.51
1353069,258.015
1237302,238.845
1068099,256.86
1296768,286.055
1407946,345.065
1341469,350.655
1099372,314.115
1310892,315.45
1190768,341.2
1070732,325.89
1249505,549.065
1235991,323.045
1260972,322.45
1207552,389.3
1043700,475.63
1311764,386.54
1387118,387.09
1193391,362.025
1091807,349.165
1240478,438.7
1494088,387.7
1347537,331.275
1102292,387.325
1088345,231.08
1446214,248.03
1033631,218.93
1291932,246.955
1048558,272.47
1374367,235.325
1379701,238.655
1324376,228.74
1000116,224.32
1213448,253.03
1246867,414.075
1414636,428.435
1390449,435.015
1440242,416.485
1382211,524.895
1248175,416.205
1395486,406.42
1222155,414.315
1031664,408.8
1022670,451.21
1280365,178.43
1034558,144.935
1147078,175.98
1459822,193.905
1099677,167.37
1348084,171.625
1220274,167.07
1209309,157.31
1184750,193.4
1190011,153.935
1319480,625.17
1305176,811.225
1251039,625.985
1312629,827.315
1031682,593.535
1034125,689.555
1046291,625.17
1444323,713.915
1317716,632.85
1057421,694.535
1428458,398.225
1348068,407.9
1380958,412.21
1001797,418.215
1207458,366.585
1252167,352.915
1402459,365.345
1336623,363.065
1092234,425.225
1276698,425.225
1014174,670.475
1389987,825.66
1176492,745.245
1248265,688.22
1045510,768.85
1045443,777.155
1099568,752.63
1295338,796.08
1207102,753.595
1391315,812.835
1251276,196.795
1003702,216.92
1371347,239.755
1495432,197.985
1427121,228.87
1314783,166.135
1358927,230.13
1465453,169.545
1183611,216.855
1272052,231.8
1363954,57.305
1409502,58.89
1030133,60.735
1363671,65.185
1035001,56.685
1410185,64.535
1432211,61.93
1065392,61.35
1373418,65.355
1365940,51.8
1242870,270.47
1231479,226.02
1404091,250.9
1181234,230.14
1085163,240.52
1436870,237.375
1254416,252.015
1471032,259.695
1334116,215.095
1347256,242.585
1311604,242.305
1063501,310.96
1025721,330.385
1276142,331.8
1060806,369.535
1071661,289.915
1498066,388.045
1407735,314.98
1051651,315.695
1363995,263.675
1454364,781.355
1467138,1161.545
1074197,1099.475
1230896,1160.175
1115906,778.32
1186445,1136.98
1478644,1099.475
1096482,1125.76
1429191,1159.635
1257617,1154.31
1440883,109.48
1021872,108.095
1154559,124.175
1095162,101.845
1300311,103.87
1389878,85.86
1412672,112.22
1155036,112.805
1112459,125.52
1133681,109.57
1218617,400.805
1190145,384.725
1262383,393.095
1331957,389.465
1481626,371.9
1134995,383.17
1285263,378.88
1106138,383.6
1175167,378.88
1205164,393.97
1483833,299.87
1496897,283.775
1074105,280.04
1465377,286.71
1106879,303.76
1150467,280.155
1116996,283.39
1185434,309.68
1266519,268.265
1353114,283.17
1129265,85.5
1252749,66.84
1162104,84.525
1193418,85.995
1284837,81.765
1363184,91.705
1191468,74.34
1078789,70.645
1136805,64.17
1405386,90.965
1114322,370.265
1350211,387.82
1278837,371.995
1172455,370.825
1478221,370.955
1098408,363.675
1091951,393.59
1099622,389.215
1139472,365.02
1061430,375.56
1258982,296.78
1405793,302.99
1494572,328.21
1023532,326.05
1088540,315.42
1350522,309.775
1062543,316.84
1123146,329.44
1335657,315.395
1336480,327.135
1334472,572.605
1223905,609.72
1106947,553.585
1268382,710.35
1410375,695.765
1480252,703.41
1270897,533.775
1171323,685.605
1347721,600.55
1195122,692.935
1160060,222.165
1103877,290.87
1227192,241.54
1225674,286.025
1435797,245.16
1364079,244.43
1306281,233.225
1299709,219.845
1299648,253.43
1191925,278.49
1303294,402.945
1276615,463.18
1347235,507.785
1433729,578.035
1442624,466.62
1136999,402.065
1419217,678.29
1314342,409.665
1429773,663.555
1267876,354.14
1387167,311.555
1173342,258.115
1186948,276.025
1233252,269.915
1066977,290.285
1152418,286.185
1124445,303.25
1026138,268.465
1332514,301.81
1468716,242.87
1287492,362.77
1206863,346.02
1398867,350.82
1055136,335.7
1118702,325.43
1359875,339.715
1107202,348.925
1296158,337.64
1470774,373.455
1117544,348.835
1151189,343.92
1186842,422.975
1398197,356.315
1083741,339.23
1037042,360.785
1088465,347.56
1451012,354.71
1227620,362.655
1102512,315.895
1234887,376.98
1128433,256.895
1444037,289.515
1015740,275.605
1346922,276.77
1102942,290.495
1174075,286.15
1108936,284.385
1412117,253.075
1014965,253.74
1418316,261.04
1472488,270.395
1019856,273.375
1175542,279.105
1013232,277.46
1321001,270.05
1100828,253.35
1068732,268.215
1386147,280.555
1410568,254.655
1471314,280.24
1143781,167.67
1010375,169.23
1144387,183.76
1229377,176.17
1095558,155.04
1478260,154.95
1438799,139.335
1359239,151.76
1097687,172.125
1065465,158.1
1028748,250.31
1487448,304.115
1331356,280.6
1480686,282.04
1236999,251.325
1199822,293.88
1254681,284.52
1047669,271.88
1084506,241.095
1407062,251.445
1004423,507.46
1207875,517.795
1328513,530.355
1170969,330.44
1281563,256.16
1432075,308.85
1253965,314.685
1444649,319.18
1152272,309.605
1393567,196.465
1154663,192.755
1144903,201.805
1329590,234.59
1441678,191.065
1001524,207.085
1440235,203.365
1437743,191.065
1468736,200.145
1325002,218.97
1255670,232.59
1054864,244.735
1057573,234.745
1006532,238.1
1276400,261.565
1086209,235.675
1325888,230.545
1269656,274.155
1219510,230.5
1402597,267.52
1254290,376.07
1207536,366.37
1358623,382.08
1106454,371.285
1096522,375.615
1497989,425.295
1034611,377.305
1145961,366.37
1241244,377.28
1335255,376.13
1167949,342.27
1215373,896.58
1245385,894.48
1299559,897.99
1402501,700.59
1356370,357.185
1244578,734.41
1402872,788.93
1373011,349.535
1099626,348.55
1240618,367.145
1313356,344.34
1063775,370.365
1351476,316.25
1423116,377.6
1026366,331.43
1006892,392.015
1366540,296.415
1308211,352.045
1060946,397.565
1111869,221.945
1321821,254.02
1442998,212.055
1187281,195.585
1149992,206.915
1269393,214.63
1271415,210.41
1115599,185.39
1049715,252.935
1386843,239.27
1449443,331.89
1247790,318.6
1377409,333.37
1402068,334.38
1131692,328.325
1103707,334.055
1011869,340.595
1134421,335.0
1187227,1149.625
1404182,1115.225
1430582,190.54
1077995,256.555
1484671,255.66
1420778,190.54
1310109,254.44
1219340,196.685
1483037,214.165
1278014,258.07
1020009,295.21
1357861,256.74
1246537,333.97
1138911,449.775
1072349,467.745
1044205,466.29
1003775,336.325
1105139,523.09
1233795,464.505
1488993,327.84
1128989,456.31
1461060,450.59
1093258,1309.705
1458579,1242.735
1267831,1303.66
1076102,1235.61
1492794,1303.195
1258414,1226.205
1233270,1269.235
1218069,1249.075
1209101,1303.195
1005839,1225.06
1205721,928.305
1286663,954.24
1396005,942.645
1005991,828.135
1411749,989.695
1256153,967.65
1334064,1030.765
1053700,952.185
1079711,967.465
1449942,1376.055
1080233,179.805
1320661,177.495
1137255,165.89
1264796,164.635
1048031,172.475
1363159,179.005
1311397,167.34
1408686,171.28
1335629,175.855
1384967,159.425
1425196,310.45
1185945,294.03
1233671,240.52
1168634,295.53
1475193,206.03
1008215,231.175
1490942,244.79
1086613,245.295
1429213,301.35
1247277,248.48
1315521,103.57
1251613,90.44
1341539,88.465
1314843,107.26
1060246,111.105
1196722,95.79
1062489,105.775
1391156,98.15
1420868,98.435
1266795,113.69
1452943,410.395
1372739,479.635
1384170,384.3
1270445,431.505
1440443,395.26
1158748,473.47
1373369,396.495
1171380,411.03
1334250,398.095
1260574,405.165
1004325,283.17
1402074,283.17
1305204,293.455
1225037,296.555
1174606,270.665
1118582,297.94
1302852,284.375
1236914,292.51
1047047,294.8
1219768,273.645
1449676,387.49
1459390,367.9
1403792,546.64
1181820,581.055
1158592,544.67
1106569,572.965
1460628,582.14
1456648,551.245
1074653,554.255
1172350,348.42
1064482,162.895
1035769,169.91
1092414,158.565
1187218,165.535
1309910,207.525
1064688,166.44
1208945,158.085
1223704,174.195
1342926,151.445
1016090,155.415
1084541,243.435
1006036,246.445
1271294,241.19
1293143,276.035
1380357,258.045
1394412,234.11
1045597,249.39
1242518,257.285
1425711,265.375
1236266,218.845
1391787,225.58
1018619,173.9
1439086,199.835
1487991,195.305
1460540,231.23
1421075,163.78
1337962,179.045
1205702,195.825
1216068,192.28
1416093,211.725
1106438,430.555
1187958,471.745
1461237,414.585
1493677,426.275
1346875,450.275
1047024,422.045
1179951,427.88
1272720,425.84
1009102,454.815
1102030,441.63
1357349,147.75
1254542,176.255
1239839,180.075
1142498,180.895
1479142,188.965
1127057,199.63
1143077,175.11
1315764,181.855
1076879,176.365
1117812,177.57
1171684,422.02
1187665,425.985
1150288,436.845
1092093,402.515
1447408,469.925
1331327,468.665
1478225,395.7
1247480,474.885
1105195,487.355
1439531,399.865
1079007,760.855
1068176,706.13
1396170,770.83
1334406,762.58
1014026,752.765
1352373,772.045
1243030,707.82
1041420,718.71
1319327,753.07
1410028,775.26
1139636,738.94
1036193,727.14
1003367,683.76
1387633,719.31
1332886,752.48
1080327,731.0
1013373,728.19
1078845,718.94
1240791,741.695
1474319,713.63
1494561,272.19
1150748,207.71
1140411,204.8
1440680,191.63
1067429,271.83
1160511,268.955
1065243,269.895
1279830,245.045
1030666,192.825
1433611,200.075
1333707,300.18
1266311,702.91
1103146,609.055
1491817,592.555
1212716,644.505
1301661,659.57
1233889,673.705
1342250,304.53
1079171,642.405
1132769,602.635
1177184,510.725
1162498,458.835
1226350,535.99
1353682,508.77
1144693,447.755
1200921,372.09
1098073,384.015
1083024,415.36
1496726,368.455
1222568,453.57
1118152,1044.27
1474455,1046.88
1344569,1048.33
1362812,1002.995
1357918,1003.805
1427314,1028.355
1177846,429.67
1447665,427.245
1180242,895.04
1057980,895.04
1057989,298.06
1494214,298.595
1360415,285.705
1474051,361.275
1139545,300.44
1102908,304.145
1281533,346.825
1233530,301.525
1474190,348.74
1195458,311.13
1481613,152.69
1004249,168.725
1165001,138.39
1022162,147.93
1185155,142.795
1152177,153.365
1374738,175.955
1379639,145.94
1333423,434.105
1128407,371.51
1204473,385.155
1310544,345.945
1154591,346.11
1494201,373.745
1115748,326.925
1353589,344.435
1484676,325.55
1048616,335.29
1314508,321.59
1296975,416.275
1372115,496.745
1336189,561.755
1121324,578.17
1045996,591.825
1361706,524.725
1431483,515.85
1387232,513.3
1160893,512.16
1431384,520.53
1235837,513.17
1436037,428.015
1202680,429.915
1412587,429.83
1377286,422.34
1197461,432.3
1116597,430.105
1062507,428.015
1030306,426.37
1013660,430.23
1086030,419.18
1229602,129.71
1272184,129.455
1433035,115.535
1374038,377.05
1222840,373.66
1356273,378.91
1101932,378.685
1021010,377.945
1171411,377.705
1337490,377.625
1332396,373.915
1303811,378.54
1333733,411.68
1191789,394.455
1325792,389.555
1476106,394.01
1171225,409.32
1235681,382.68
1224499,418.52
1423465,411.9
1120552,432.325
1292401,409.1
1226546,434.335
1485369,311.87
1369288,304.325
1432305,299.585
1079777,277.695
1092628,282.995
1282588,315.78
1415191,324.87
1209550,297.325
1370271,290.95
1104842,396.325
1381859,128.825
1062232,122.03
1171522,124.76
1084587,119.69
1439204,119.67
1159953,134.765
1379917,121.155
1082924,118.725
1380277,138.435
1303074,632.725
1357053,659.955
1482844,711.565
1095958,728.11
1335161,730.565
1432554,712.41
1058867,668.7
1289214,716.965
1028000,740.335
1437271,636.995
1399943,254.255
1107949,299.375
1356581,302.075
1194491,249.985
1203992,222.965
1073984,256.765
1158974,224.485
1244952,222.855
1350959,218.57
1221985,225.26
1428233,502.79
1247118,527.255
1460736,483.115
1317327,497.62
1233024,486.265
1471569,472.645
1415077,466.275
1056913,471.88
1277505,495.655
1359182,500.975
1430948,145.835
1013760,138.155
1147147,136.555
1415890,122.03
1265084,135.33
1431945,118.57
1484655,116.715
1161020,131.135
1175530,116.63
1154338,129.305
1130574,64.125
1051940,66.23
1440445,73.765
1192440,54.03
1260322,59.925
1421768,58.135
1449682,70.515
1415276,96.87
1453255,113.88
1248669,118.805
1230958,198.78
1157877,222.6
1325572,238.96
1431659,216.65
1309583,203.95
1209010,188.345
1285811,236.4
1136992,275.61
1108246,221.975
1104829,216.195
1330971,99.145
1224992,107.505
1268353,101.365
1232469,103.985
1410483,101.75
1063825,105.06
1243528,99.425
1349678,100.09
1072684,99.63
1342993,104.52
1495669,100.265
1322377,96.875
1202457,93.49
1415501,100.85
1363882,99.86
1080956,93.795
1134020,99.86
1151908,100.715
1350192,95.66
1416559,95.215
1092576,326.515
1344385,208.565
1217656,260.3
1302415,293.26
1242600,208.97
1467152,301.22
1438001,205.615
1460611,284.39
1441014,291.715
1357398,282.62
1077114,149.93
1263663,98.1
1372445,215.71
1298212,221.59
1491344,260.065
1281588,213.75
1136004,196.355
1289149,236.63
1474421,303.165
1473813,202.82
1252840,94.75
1172252,107.65
1189064,109.615
1361099,178.1
1013719,195.3
1073519,121.155
1277293,89.255
1159227,95.265
1139762,109.075
1295739,104.645
1009685,245.615
1474772,237.27
1165673,248.59
1065468,255.78
1102053,254.325
1161784,251.285
1051139,246.115
1269039,248.56
1158737,257.32
1246489,246.825
1202461,67.585
1198164,69.93
1011440,61.99
1413230,53.925
1094332,69.545
1141137,65.905
1049606,62.57
1391442,49.32
1359351,69.025
1233267,65.915
1314748,623.755
1413495,630.41
1225930,770.64
1137875,729.72
1190701,634.39
1122832,785.175
1089220,779.69
1249809,764.625
1093731,598.615
1064557,718.8
1117909,305.625
